"Car_brand","Car_model","Mileage","Year","Transmission","Location","Fuel","Engine_Size (cc)","Price (£)","Car Type"
"Toyota","C-HR",21554,"2022","Automatic",NA,"Hybrid",2000,21626,NA
"VW","Golf VII GTI",61111,"2017","Manual","Cheshire","Petrol",2000,14150,NA
"Ford","Fiesta",10772,"2022","Manual","West Midlands","Petrol",1100,12359,"Hatchback"
"Ford","Kuga",36422,"2022","Automatic","West Midlands","Hybrid",2500,20146,NA
"Fiat","500e Red Hatchback",27350,"2021","≈ 310 miles","West Midlands","Electric",0,11349,"Hatchback"
"Mini","Cooper Clubman",22261,"2022","Automatic","Durham","Petrol",1500,18249,NA
"BMW","420 4 Series i M Sport Step",28010,"2022","Automatic","Cambridgeshire","Petrol",2000,25149,NA
"Toyota","Yaris Cross",32123,"2022","Automatic",NA,"Hybrid",1500,16949,NA
"Toyota","Corolla",13660,"2023","Automatic","Cheshire","Hybrid",1800,20149,NA
"Toyota","Corolla",7964,"2023","Automatic","West Midlands","Hybrid",1800,21549,"Hatchback"
"Skoda","Kamiq",13598,"2022","Manual",NA,"Petrol",1000,14149,NA
"BMW","330e 3 Series TouringM Sport Step",36061,"2021","Automatic","Lancashire","Hybrid",2000,23249,"Touring"
"Hyundai","Tucson",5742,"2023","Automatic","Cambridgeshire","Hybrid",1600,24249,NA
"Suzuki","SX4 S-Cross",8572,"2024","Automatic","Cheshire","Hybrid",1500,18449,NA
"Kia","Sportage",23777,"2022","Manual","Manchester","Petrol",1600,16720,NA
"Mini","John Cooper Works Hatchback",8234,"2023","Automatic","West Midlands","Petrol",2000,24649,"Hatchback"
"Skoda","Kamiq",9955,"2022","Manual","Kent","Petrol",1000,14549,NA
"Skoda","Kamiq",14923,"2022","Automatic","Norfolk","Petrol",1000,15249,NA
"Toyota","Yaris Cross",9888,"2022","Automatic","Cheshire","Hybrid",1500,22749,NA
"Peugeot","308 SW",13584,"2024","Automatic","Cheshire","Petrol",1200,19749,NA
"Skoda","Kodiaq",21456,"2022","Manual",NA,"Petrol",1500,23049,"Suv"
"Mazda","3",22041,"2022","Manual","Kent","Petrol",2000,15149,NA
"Seat","Ateca",13278,"2024","Automatic","Durham","Petrol",1500,21449,NA
"Nissan","Qashqai",23833,"2024","Automatic",NA,"Electric/Petrol",1500,23249,NA
"Mercedes","CLA200 CLA Shooting BrakeAMG Line Premium Plus Tip",11389,"2023","Automatic","Cambridgeshire","Hybrid",1300,29249,"Shooting Brake"
"Mini","Cooper S Hatch 2",18813,"2021","Automatic",NA,"Electric",0,12649,NA
"Audi","A4 35 TDI S Line S Tronic",15918,"2023","Automatic",NA,"Diesel",2000,25649,NA
"Seat","Ateca",11169,"2024","Automatic","Durham","Petrol",1500,21649,NA
"Audi","Q2 35 TFSI S Line",58448,"2019","Manual","Lincolnshire","Petrol",1500,14789,NA
"Mazda","CX-5 Estate",34699,"2023","Manual","Somerset","Petrol",2000,19999,"Estate"
"VW","Golf VIII Estate",68240,"2020","Automatic","London","Petrol",1500,12736,"Estate"
"BMW","X3 30e xLine",18091,"2020","Automatic",NA,"Electric/Petrol",2000,27149,NA
"BMW","X5 M Sport",48697,"2021","Automatic","London","Hybrid",3000,39995,NA
"Audi","A1 25 TFSI Technik S Tronic",5885,"2022","Automatic","Norfolk","Petrol",1000,17549,NA
"BMW","420 4 Series i M Sport Step",18480,"2022","Automatic","Lancashire","Petrol",2000,24949,NA
"Audi","A4 Avant 35 TFSI Black Edition S Tronic",10699,"2023","Automatic","Lancashire","Petrol",2000,26749,"Van"
"Land Rover","Range Rover evoque",13636,"2022","Automatic","Manchester","Hybrid",1500,26996,NA
"Skoda","Superb",6123,"2023","Automatic","Norfolk","Petrol",2000,25449,NA
"Skoda","Kamiq",15924,"2022","Automatic","Cheshire","Petrol",1000,15149,NA
"Nissan","Qashqai",29858,"2021","Manual","Derbyshire","Petrol",1300,14649,NA
"VW","Caddy Maxi",37117,"2020","Manual","Lincolnshire","Diesel",2000,16308,"Van"
"BMW","420 4 Series i M Sport Step",13217,"2022","Automatic",NA,"Petrol",2000,27949,NA
"Hyundai","Tucson",5020,"2023","Automatic","Kent","Hybrid",1600,24349,NA
"Mini","John Cooper Works Clubman",29500,"2021","Automatic","Hertfordshire","Petrol",2000,23495,NA
"Kia","Sportage",9502,"2024","Automatic","Norfolk","Petrol",1600,28949,NA
"BMW","X3 M40i Step",34951,"2019","Automatic",NA,"Petrol",3000,30149,NA
"BMW","330e 3 SeriesM Sport Step",24645,"2021","Automatic","Norfolk","Hybrid",2000,20949,NA
"Lexus","UX 250h",10690,"2024","Automatic","Kent","Hybrid",2000,26495,NA
"Kia","Sportage",19280,"2023","Automatic",NA,"Petrol",1600,28349,NA
"Ford","Puma ST",7959,"2023","Automatic","London","Hybrid",1000,22649,NA
"Hyundai","Tucson",5027,"2023","Automatic","Durham","Hybrid",1600,24049,NA
"Hyundai","Tucson",5491,"2023","Automatic","Durham","Hybrid",1600,24049,NA
"Renault","Clio V",12766,"2024","Automatic","Suffolk","Hybrid",1600,15149,NA
"Land Rover","Range Rover Estate",12957,"2022","Automatic","Hertfordshire","Petrol",3000,88000,"Estate"
"Audi","A5 Sportback",53604,"2018","Automatic","Derbyshire","Diesel",2000,17247,"Sportback"
"Cupra","Formentor",4246,"2024","Automatic",NA,"Hybrid",1400,23449,NA
"BMW","330e 3 SE Pro Step",25607,"2020","Automatic","Cambridgeshire","Hybrid",2000,18749,NA
"Hyundai","Tucson",14221,"2024","Automatic","Suffolk","Hybrid",1600,26149,NA
"Cupra","Formentor",4354,"2024","Automatic","London","Hybrid",1400,23449,NA
"Hyundai","Tucson",12500,"2023","Automatic","North Yorkshire","Hybrid",1600,19404,NA
"Hyundai","Tucson",5309,"2023","Automatic","Hampshire","Hybrid",1600,25149,NA
"Hyundai","Tucson",3858,"2023","Automatic","Hampshire","Hybrid",1600,24349,NA
"Hyundai","Tucson",7010,"2023","Automatic","South Yorkshire","Hybrid",1600,23949,NA
"Hyundai","Tucson",6449,"2023","Automatic","Norfolk","Hybrid",1600,25049,NA
"Cupra","Formentor",7822,"2024","Automatic","London","Hybrid",1400,22849,NA
"Hyundai","Tucson",5835,"2023","Automatic","South Yorkshire","Hybrid",1600,24049,NA
"Cupra","Formentor",3758,"2024","Automatic","Lancashire","Hybrid",1400,23549,NA
"Volvo","XC60",11923,"2024","Automatic",NA,"Diesel",2000,36849,NA
"Hyundai","Tucson",5274,"2023","Automatic","London","Hybrid",1600,25149,NA
"Skoda","Octavia",15895,"2023","Automatic","Derbyshire","Petrol",1400,18649,NA
"Mercedes","e-Vito Pure Van",12500,"2020","≈ 153 miles","Hampshire","Electric",0,9900,"Van"
"Ford","Focus Estate",53843,"2021","Manual","Oxfordshire","Diesel",1500,11499,"Estate"
"Hyundai","Tucson",5494,"2023","Automatic","Durham","Hybrid",1600,23849,NA
"BMW","330e 3 Series TouringM Sport Step",27778,"2022","Automatic","Norfolk","Hybrid",2000,26649,"Touring"
"Hyundai","Tucson",3628,"2023","Automatic","Lancashire","Hybrid",1600,24349,NA
"Hyundai","Tucson",5243,"2023","Automatic","West Midlands","Hybrid",1600,24049,NA
"VW","Tiguan Allspace",14044,"2021","Manual",NA,"Petrol",1500,21749,NA
"Hyundai","Tucson",4850,"2023","Automatic","Lancashire","Hybrid",1600,24249,NA
"Hyundai","Tucson",2793,"2023","Automatic","Durham","Hybrid",1600,24549,NA
"Hyundai","Tucson",16072,"2023","Automatic","London","Hybrid",1600,24749,NA
"Hyundai","Tucson",3525,"2023","Automatic",NA,"Hybrid",1600,24149,NA
"Hyundai","Tucson",2976,"2023","Automatic",NA,"Hybrid",1600,24549,NA
"Hyundai","Tucson",5808,"2023","Automatic",NA,"Hybrid",1600,24049,NA
"Hyundai","Tucson",13808,"2023","Automatic",NA,"Hybrid",1600,24449,NA
"Hyundai","Tucson",18784,"2023","Automatic",NA,"Hybrid",1600,24349,NA
"Hyundai","Tucson",34015,"2022","Automatic","Durham","Hybrid",1600,23149,NA
"BMW","530e 5 Series TouringM Sport",25592,"2022","Automatic",NA,"Hybrid",2000,28649,"Touring"
"BMW","420 4 Series i M Sport Step",21997,"2022","Automatic","South Yorkshire","Petrol",2000,26349,NA
"Audi","A1 25 TFSI Technik S Tronic",5633,"2022","Automatic","London","Petrol",1000,18411,NA
"Hyundai","Tucson",50,"2024","Manual","London","Petrol",1600,25590,"Van"
"BMW","530e 5 Series TouringM Sport",25897,"2022","Automatic","Durham","Hybrid",2000,28049,"Touring"
"Hyundai","Tucson",12019,"2021","Automatic","West Midlands","Hybrid",1600,22649,NA
"Hyundai","Tucson SUV (2024/74)1.6T Advance",50,"2024","Manual","North Yorkshire","Petrol",1600,25500,"Suv"
"BMW","530e 5 Series TouringM Sport",28467,"2022","Automatic","Durham","Hybrid",2000,28149,"Touring"
"Audi","A4 Avant 35 TFSI Black Edition S Tronic",18530,"2023","Automatic","Kent","Petrol",2000,25949,"Van"
"MG","MG4 EV Trophy EV Long Range",11940,"2023","≈ 450 miles","London","Electric",0,17294,NA
"VW","ID. Buzz 1ST Edition Pro - 2024 (74)",30,"2024","≈ 423 miles","London","Electric",0,46695,NA
"Audi","RS3 RS3TFSI Quattro Carbon Black S Tronic - 2022 (71)",29569,"2022","Automatic","London","Petrol",2500,43495,NA
"Vauxhall","Grandland X",43582,"2020","Manual","Durham","Diesel",1500,11201,"Hatchback"
"VW","ID.5 4MOTION GTX Style - 2024 (24)",3949,"2024","Automatic","London","Electric",0,32990,NA
"Skoda","Kodiaq",7878,"2024","Automatic","Kent","Petrol",1500,28995,NA
"Renault","Symbioz",4702,"2024","Automatic","Devon","Hybrid",1600,24490,NA
"Audi","Q2 35 TFSI Sport",20000,"2022","Manual","Wiltshire","Petrol",1500,21295,NA
"Mini","Cooper Hatchback",15879,"2022","Automatic","West Midlands","Petrol",1500,17189,"Hatchback"
"Renault","Captur",6120,"2023","Automatic","North Yorkshire","Hybrid",1600,17262,NA
"Audi","Q2 35 TFSI Sport",62158,"2021","Manual","Durham","Petrol",1500,15953,NA
"Skoda","Octavia",47472,"2019","Automatic","Cornwall","Diesel",2000,13307,NA
"Skoda","Fabia",1672,"2024","Manual","Kent","Petrol",1000,17295,NA
"BMW","X2 20i Sport Step Petrol Hatchback",10952,"2019","Automatic","West Midlands","Petrol",2000,17999,"Hatchback"
"Renault","Trafic",5565,"2023","Automatic","West Yorkshire","Diesel",2000,21995,NA
"Mercedes","Vito 119CDI Premium Crew Van 7G-Tronic",36304,"2020","Automatic","Hertfordshire","Diesel",2100,25749,"Van"
"BMW","530e 5 Series TouringM Sport",26877,"2022","Automatic",NA,"Hybrid",2000,28449,"Touring"
"Peugeot","3008 SUV Hybrid Active Premium Plus1.6 Active Premium Plus Suv Petrol Plug In Hybrid E Eat Euro 6 (s/s) (225 Ps) - FV74VYT",25,"2024","Automatic","Staffordshire","Hybrid",1600,23995,"Suv"
"BMW","330e 3 SeriesM Sport Step [Pro Pack]",26015,"2022","Automatic",NA,"Hybrid",2000,26649,NA
"Skoda","Karoq Skoda Diesel Estate",7115,"2024","Automatic","Bedfordshire","Diesel",2000,25790,"Estate"
"Audi","A4 Avant 40 TFSI 204 S Line S Tronic",7077,"2024","Automatic","Gloucestershire","Petrol",2000,30400,"Van"
"Peugeot","308 Allure Premium Hatchback",8565,"2023","Automatic","Lancashire","Petrol",1200,18649,"Hatchback"
"BMW","225 Active Tourer 2 M Sport DCT",6258,"2023","Automatic","Durham","Hybrid",1500,26500,NA
"Peugeot","2008",21734,"2023","Automatic","Manchester","Petrol",1200,18276,"Estate"
"Lexus","NX450h+ NX 450h+",8689,"2024","Automatic","Delivered to you","Hybrid",2500,44109,NA
"Lexus","LBX",160,"2024","Automatic","Delivered to you","Hybrid",1500,30797,NA
"Ford","Focus",2400,"2024","Automatic","Delivered to you","Hybrid",1000,20169,NA
"Renault","Arkana",27714,"2023","Automatic","Delivered to you","Hybrid",1600,17999,NA
"Ford","Puma",15500,"2021","Manual","Delivered to you","Hybrid",1000,14995,NA
"Nissan","Qashqai",11308,"2023","Automatic","West Yorkshire","Hybrid",1500,23822,"Hatchback"
"Ford","Kuga",23704,"2023","Manual","Delivered to you","Petrol",1500,20521,NA
"Mazda","2",35949,"2022","Manual","Derbyshire","Petrol",1500,11055,"Hatchback"
"Vauxhall","Corsa-e SE Nav Hatchback",19926,"2020","Automatic","London","Electric",0,10250,"Hatchback"
"Mazda","2",30950,"2018","Manual","Derbyshire","Petrol",1500,9414,NA
"Nissan","Qashqai",48687,"2020","Automatic","Devon","Petrol",1300,13467,NA
"BMW","420 4 Series i M Sport [Professional Media]",57912,"2020","Automatic","Hampshire","Petrol",2000,16379,NA
"Skoda","Fabia",2650,"2024","Manual","Lincolnshire","Petrol",1000,17495,NA
"Peugeot","2008",23377,"2023","Automatic","Oxfordshire","Petrol",1200,18407,NA
"Audi","A6 40 TFSI Black Edition S Tronic Petrol Saloon",48830,"2021","Automatic","Staffordshire","Petrol",2000,22899,"Saloon"
"Mini","Cooper Clubman Classic",45087,"2020","Manual","North Yorkshire","Petrol",1500,13335,NA
"Audi","A3 35 TFSI Sport",33505,"2019","Manual","North Yorkshire","Petrol",1500,14250,NA
"Vauxhall","Corsa",26071,"2022","Manual","Warwickshire","Petrol",1200,10895,NA
"Mercedes","G63 AMG 9G-Tronic",20116,"2020","Automatic","Berkshire","Petrol",4000,141225,NA
"Audi","Q3 35 TFSI Sport S Tronic",23527,"2022","Automatic","Gloucestershire","Petrol",1500,25850,NA
"Audi","A6 40 TFSI Sport S Tronic",32472,"2022","Automatic","West Midlands","Petrol",2000,21397,NA
"Porsche","Macan Turbo PDK",54478,"2019","Automatic","Cambridgeshire","Petrol",2900,44220,NA
"Honda","Civic",53384,"2019","Manual","West Midlands","Petrol",1000,10221,"Hatchback"
"Hyundai","i10",40001,"2019","Manual","Oxfordshire","Petrol",1000,7370,"Hatchback"
"Mini","Cooper Hatchback",54288,"2018","Manual","Cambridgeshire","Petrol",1500,9700,"Hatchback"
"Ford","Focus",42476,"2017","Manual",NA,"Petrol",1000,8495,NA
"BMW","318 3 Series i Sport Saloon",85552,"2018","Manual","Cambridgeshire","Petrol",1500,8700,"Saloon"
"Ford","Kuga",7358,"2022","Manual","Delivered to you","Diesel",1500,19999,NA
"VW","Golf VIII",54914,"2021","Automatic","Lincolnshire","Diesel",2000,15998,NA
"Audi","A7 40 TDI S Line S Tronic",33128,"2021","Automatic","London","Diesel",2000,28495,NA
"Citroën","C3",7705,"2024","Automatic","Surrey","Petrol",1200,15477,NA
"Ford","Mustang Mach-E Extended Range AWD SUV",28143,"2021","≈ 550 miles","Delivered to you","Electric",0,25441,"Suv"
"Citroën","C3",11391,"2024","Automatic","London","Petrol",1200,14973,NA
"Audi","Q3 35 TFSI Sport S Tronic",35700,"2021","Automatic","Somerset","Petrol",1500,23495,NA
"VW","Tiguan",5769,"2021","Automatic","Essex","Petrol",1500,22600,NA
"Audi","Q3 35 TFSI S Line S Tronic",50123,"2021","Automatic","London","Petrol",1500,19526,NA
"Citroën","C3",11450,"2024","Automatic","London","Petrol",1200,15287,NA
"Citroën","C3",10625,"2024","Automatic","London","Petrol",1200,15044,NA
"Nissan","Qashqai",50446,"2020","Manual",NA,"Petrol",1300,11936,"Hatchback"
"Skoda","Karoq",13670,"2024","Manual","Berkshire","Petrol",1000,18950,NA
"Skoda","Fabia",7069,"2024","Automatic","Berkshire","Petrol",1000,18590,NA
"Skoda","Kodiaq",9036,"2023","Automatic","Kent","Diesel",2000,31950,"4x4"
"VW","Tiguan",30801,"2019","Automatic","Berkshire","Diesel",2000,18090,NA
"Cupra","Ateca",2207,"2024","Automatic","Cambridgeshire","Petrol",1500,28850,NA
"BMW","X3 M Sport Step",37816,"2020","Automatic","London","Petrol",2000,26850,NA
"Skoda","Fabia Hatch SE Comfort",4256,"2024","Manual","Kent","Petrol",1000,16890,NA
"Skoda","Fabia ŠkodaHatchback",3010,"2024","Manual","Oxfordshire","Petrol",1000,17490,"Hatchback"
"Cupra","Ateca",4134,"2024","Automatic","Cambridgeshire","Petrol",1500,28690,NA
"Skoda","Kodiaq",59125,"2020","Automatic","Berkshire","Diesel",2000,19890,"4x4"
"Ford","Mustang Mach-E Extended Range AWD",25751,"2021","≈ 550 miles","Norfolk","Electric",0,27655,NA
"Kia","e-Niro 2",34782,"2021","≈ 289 miles","West Midlands","Electric",0,12984,NA
"Skoda","Kamiq",11941,"2024","Manual","Kent","Petrol",1000,16450,NA
"Peugeot","3008 SUV",29881,"2022","Automatic","West Sussex","Petrol",1200,17850,"Suv"
"Honda","Jazz",34998,"2015","Manual","Essex","Petrol",1400,6834,NA
"Kia","Niro",4868,"2022","Automatic","Cheshire","Electric/Petrol",1600,18761,"Estate"
"Peugeot","2008",40022,"2019","Manual","Devon","Petrol",1200,10392,"Estate"
"Lexus","UX 300e 54.3 E-CVT",7551,"2022","≈ 450 miles","East Yorkshire","Electric",0,18592,NA
"Mercedes","C300e C-ClassAMG Line Night Edition Premium 9G-Tronic",15237,"2021","Automatic","Leicestershire","Hybrid",2000,26070,NA
"Skoda","Octavia",1854,"2024","Manual","Northamptonshire","Petrol",1500,18750,NA
"Suzuki","Vitara",7701,"2023","Automatic","Kent","Hybrid",1500,17900,NA
"Skoda","Fabia Hatch Colour Edition",4624,"2024","Manual","Kent","Petrol",1000,16690,NA
"Kia","Ceed",42456,"2018","Manual","Berkshire","Petrol",1000,9390,NA
"Renault","Captur",11849,"2024","Automatic",NA,"Hybrid",1600,17849,NA
"Hyundai","Tucson",36667,"2020","Manual","Lancashire","Petrol",1600,13980,NA
"Kia","e-Niro 2 Long Range",36630,"2022","≈ 463 miles","Norfolk","Electric",0,15995,NA
"Volvo","C40 Recharge Plus",35496,"2023","≈ 548 miles","Manchester","Electric",0,24000,NA
"Kia","Niro",9500,"2024","Automatic","Cambridgeshire","Electric/Petrol",1600,29795,"Suv"
"Nissan","Qashqai",13112,"2022","Manual","Cheshire","Hybrid",1300,16932,NA
"Nissan","Qashqai",17591,"2022","Manual","London","Hybrid",1300,16250,NA
"Nissan","Qashqai",1719,"2024","Manual","Durham","Hybrid",1300,19333,NA
"Audi","Q3 40 TFSI Quattro S Line S Tronic",23817,"2022","Automatic","Staffordshire","Petrol",2000,28950,NA
"Audi","Q3 35 TFSI Sport S Tronic",22963,"2023","Automatic","Worcestershire","Petrol",1500,27640,NA
"Land Rover","Range Rover evoque",33063,"2021","Manual",NA,"Diesel",2000,19249,NA
"Audi","RS3 RS3TFSI Quattro S Tronic",18100,"2022","Automatic","Staffordshire","Petrol",2500,43150,NA
"Nissan","Qashqai",44552,"2022","Automatic","Lincolnshire","Petrol",1300,16235,NA
"Audi","Q7 55 TFSI e Quattro S Line Tiptronic",39188,"2021","Automatic","Lancashire","Petrol",3000,36950,NA
"Land Rover","Range Rover Sport",1928,"2024","Automatic","West Yorkshire","Hybrid",3000,85844,"Estate"
"Honda","CR-V",53345,"2019","Automatic","Durham","Hybrid",2000,16433,"Estate"
"BMW","X5 M Sport [Tech/Pro Pack] Estate",8669,"2023","Automatic","North Yorkshire","Hybrid",3000,66481,"Estate"
"Ford","Kuga",14870,"2022","Manual","Derbyshire","Petrol",1500,19110,"Estate"
"Nissan","Qashqai",11604,"2019","Manual","West Yorkshire","Petrol",1300,13382,"Hatchback"
"Suzuki","Vitara",23843,"2022","Manual","Lincolnshire","Hybrid",1400,13797,"Suv"
"Audi","TT 40 TFSI S Line S Tronic Petrol Coupe",42248,"2019","Automatic","West Midlands","Petrol",2000,18705,"Coupe"
"Vauxhall","Grandland X",78249,"2021","Manual","Delivered to you","Diesel",1500,10560,NA
"Seat","Ibiza",8961,"2024","Automatic","Derbyshire","Petrol",1000,17277,"Hatchback"
"VW","Tiguan",28106,"2020","Automatic","Nottinghamshire","Petrol",1500,19450,"Estate"
"Audi","Q5",31436,"2020","Automatic","Lancashire","Diesel",2000,26340,"Suv"
"Audi","SQ7 SQ7TDI Quattro Tiptronic",24372,"2020","Automatic","London","Diesel",4000,52050,NA
"Audi","S3",14331,"2023","Automatic","Lancashire","Petrol",2000,32850,"Saloon"
"Audi","A4",2401,"2024","Automatic","Lancashire","Petrol",2000,26850,"Saloon"
"Audi","A4",3717,"2024","Automatic","Lancashire","Petrol",2000,26650,"Saloon"
"Nissan","Qashqai",20194,"2022","Manual","Berkshire","Hybrid",1300,16810,"Suv"
"Mercedes","E300 E-ClassAMG Line 9G-Tronic Saloon",43122,"2021","Automatic","West Yorkshire","Hybrid",2000,28188,"Saloon"
"Audi","Q3 40 TDI 200 Quattro S Line S Tronic",51707,"2022","Automatic","Lincolnshire","Diesel",2000,26443,NA
"VW","Tiguan",20676,"2022","Manual","Nottinghamshire","Petrol",1500,20282,"Estate"
"Volvo","EX30 Twin Motor Performance Plus Electric Estate",1948,"2024","≈ 460 miles","Devon","Electric",0,32660,"Estate"
"Skoda","Octavia",24986,"2017","Automatic","Derbyshire","Petrol",1400,11617,"Hatchback"
"Skoda","Karoq",62979,"2019","Automatic",NA,"Diesel",2000,15554,"4x4"
"Land Rover","Defender",15,"2025","Automatic","Leicestershire","Diesel",3000,68260,NA
"BMW","X7 MHT M Sport Step Diesel Estate",9572,"2022","Automatic","North Yorkshire","Diesel",3000,65341,"Estate"
"Audi","RS Q3 RS Q3TFSI Quattro Sport Edition S Tronic",11816,"2022","Automatic","Kent","Petrol",2500,49940,NA
"Honda","e Advance",14800,"2022","≈ 222 miles",NA,"Electric",0,15995,"Van"
"Mini","Cooper S Countryman",47950,"2021","Manual","West Yorkshire","Petrol",2000,16042,"Hatchback"
"Audi","Q3 35 TFSI Sport S Tronic Petrol Estate",66257,"2021","Automatic","North Yorkshire","Petrol",1500,18600,"Estate"
"Mini","Cooper Hatch",40756,"2022","Automatic","Dorset","Petrol",1500,15427,"Hatchback"
"Land Rover","Range Rover Sport",12663,"2022","Automatic","Leicestershire","Diesel",3000,51320,NA
"Kia","Sportage",10414,"2024","Manual","West Yorkshire","Diesel",1600,25621,"Estate"
"Seat","Ateca",10135,"2024","Automatic","Cumbria","Petrol",1500,21923,"Estate"
"Jaguar","F-Pace",13279,"2021","Automatic","West Yorkshire","Diesel",2000,31938,NA
"Seat","Ateca",8096,"2024","Automatic","Cumbria","Petrol",1500,22232,"Estate"
"Renault","Clio V",8410,"2021","Automatic","Derbyshire","Petrol",1300,14269,"Hatchback"
"Land Rover","Range Rover Velar",25657,"2021","Automatic","Manchester","Diesel",2000,31309,NA
"Nissan","Qashqai",13958,"2021","Automatic","West Midlands","Petrol",1300,15500,"Hatchback"
"BMW","X5 M Sport",11610,"2023","Automatic","Somerset","Diesel",3000,63514,NA
"Skoda","Kodiaq",53899,"2020","Automatic","Durham","Diesel",2000,17830,"Estate"
"BMW","X5 M Sport",8959,"2023","Automatic","Hampshire","Hybrid",3000,64090,NA
"BMW","X5 M Sport",12851,"2024","Automatic","Dorset","Hybrid",3000,67945,NA
"Toyota","Yaris Cross",13936,"2021","Automatic","North Yorkshire","Hybrid",1500,18824,NA
"Land Rover","Range Rover Velar",51538,"2021","Automatic","Derbyshire","Diesel",2000,28944,"Estate"
"Mercedes","GLA200 GLASE Executive",18928,"2018","Manual",NA,"Petrol",1600,15399,NA
"Dacia","Sandero",23594,"2021","Manual","Devon","Petrol",1000,9069,"Hatchback"
"Hyundai","Tucson",27103,"2020","Manual","Tyne and Wear","Petrol",1600,14764,"Estate"
"VW","Golf VIII Life",30721,"2022","Manual","Berkshire","Petrol",1500,17270,NA
"Honda","Jazz",15021,"2022","Automatic","West Yorkshire","Hybrid",1500,15636,"Hatchback"
"Nissan","Qashqai",10277,"2024","Manual","Berkshire","Hybrid",1300,18900,NA
"BMW","225 Active Tourer 2 M Sport DCT",11452,"2024","Automatic","Dorset","Hybrid",1500,28666,NA
"Land Rover","Range Rover Sport Estate",16072,"2023","Automatic","London","Hybrid",3000,81500,"Estate"
"Aston Martin","Vantage Hatchback F1 Edition ZF 8 Speed 4 3 door Hatchback",20053,"2022","Automatic","London","Petrol",4000,111950,"Van"
"VW","Golf VIII",12937,"2023","Automatic","Worcestershire","Hybrid",1500,21595,NA
"Jaguar","I-Pace Hatchback EV400 R-Dynamic SE Black With Fixed Panoramic Roof and Meridian Sound System Electric Hatchback",7500,"2023","≈ 470 miles","Hertfordshire","Electric",0,31500,"Hatchback"
"Suzuki","Vitara",25785,"2021","Manual","Lancashire","Hybrid",1400,15016,NA
"Land Rover","Defender Estate",18007,"2023","Automatic","London","Diesel",3000,61300,"Estate"
"Hyundai","Tucson",15186,"2024","Automatic","Worcestershire","Hybrid",1600,25895,NA
"Jaguar","E-Pace Estate",42067,"2021","Automatic","London","Hybrid",1500,26245,"Estate"
"Jaguar","I-Pace Hatchback EV400 R-Dynamic SE Black VAT Q With Heated Seats and Fixed Panoramic Roof Electric Hatchback",3000,"2023","≈ 470 miles","Hertfordshire","Electric",0,32000,"Hatchback"
"Land Rover","Range Rover Velar Estate",46467,"2022","Automatic","London","Hybrid",2000,37400,"Estate"
"Nissan","Qashqai",8874,"2023","Automatic",NA,"Hybrid",1500,22140,NA
"Land Rover","Range Rover evoque",12296,"2022","Automatic","Devon","Hybrid",1500,28943,NA
"Mini","Countryman",10533,"2024","Automatic","Dorset","Hybrid",1500,27387,NA
"Nissan","Qashqai",8039,"2024","Automatic","West Yorkshire","Hybrid",1500,24264,"Hatchback"
"Hyundai","Tucson",19952,"2024","Automatic","London","Hybrid",1600,25895,NA
"Nissan","Qashqai",25947,"2023","Automatic","Cheshire","Hybrid",1500,21352,"Hatchback"
"BMW","X1 23i MHT xLine Premier Step",4544,"2023","Automatic","Wiltshire","Hybrid",2000,33809,NA
"VW","Golf VIII",14230,"2024","Manual","Essex","Petrol",1500,19760,NA
"Skoda","Karoq",39644,"2021","Automatic","Kent","Petrol",1500,18195,NA
"Audi","A3 35 TFSI Sport - 2024 (73)",7904,"2024","Manual","Cheshire","Petrol",1500,22750,NA
"Audi","A3 Saloon 35 TFSI Sport S Tronic",25515,"2023","Automatic","Norfolk","Petrol",1500,21695,"Saloon"
"Skoda","Karoq",11786,"2022","Manual","Kent","Petrol",1500,20095,NA
"Audi","A4 40 TDI Sport S Tronic",30791,"2019","Automatic","Norfolk","Diesel",2000,18150,NA
"VW","Golf VII",97692,"2016","Manual","Manchester","Diesel",2000,10054,NA
"VW","Polo MK6 Facelift",6810,"2024","Automatic","Cheshire","Petrol",1000,18850,NA
"BMW","225 Active Tourer 2 Series Active Tourer e M Sport",8036,"2024","Automatic","Dorset","Hybrid",1500,28709,NA
"BMW","225 Active Tourer 2 M Sport DCT",13133,"2024","Automatic","Wiltshire","Hybrid",1500,27997,NA
"Toyota","Yaris Hybrid",22469,"2019","Automatic","Lincolnshire","Hybrid",1500,13134,"Hatchback"
"VW","Golf VIII",15281,"2020","Automatic","Warwickshire","Hybrid",1500,18315,NA
"Volvo","XC90",89400,"2018","Automatic","Cornwall","Diesel",2000,22792,"Estate"
"Mercedes","EQC400 EQC AMG Line",39092,"2022","≈ 411 miles","Buckinghamshire","Electric",0,25910,NA
"Kia","Sportage",32644,"2022","Automatic","Delivered to you","Diesel",1600,23500,"Estate"
"Nissan","Qashqai",16910,"2019","Manual","Cambridgeshire","Petrol",1300,13400,NA
"Land Rover","Defender",2087,"2023","Automatic","West Yorkshire","Diesel",3000,65603,"Estate"
"Skoda","Octavia",58483,"2020","Manual","London","Petrol",1500,11600,NA
"Ford","Fiesta",20150,"2022","Manual","London","Petrol",1000,12085,"Hatchback"
"Audi","Q2 35 TFSI Sport Petrol Estate",72943,"2019","Manual","Derbyshire","Petrol",1500,12749,"Estate"
"Ford","Fiesta",17670,"2021","Manual","Warwickshire","Petrol",1000,10600,"Hatchback"
